date,FSS_S01_B1_003,FSS_S01_B1_004,FSS_S01_B2_005,FSS_S01_B2_006,FSS_S01_B3_007,FSS_S01_B3_008,FSS_S01_B6_013,FSS_S01_B6_014,FSS_S01_B7_015,FSS_S01_B7_016,FSS_S01_F_019,FSS_S01_F_020,FSS_S01_L1_001,FSS_S01_L1_002,FSS_S01_L2_017,FSS_S01_L2_018,FSS_S02_B1_003,FSS_S02_B1_004,FSS_S02_B2_005,FSS_S02_B2_006,FSS_S02_B3_007,FSS_S02_B3_008,FSS_S02_F_019,FSS_S02_F_020,FSS_S02_L1_001,FSS_S02_L1_002,FSS_S02_L2_017,FSS_S02_L2_018,FSS_S03_B2_005,FSS_S03_B5_011,FSS_S03_B5_012,FSS_S03_B6_013,FSS_S03_B6_014,FSS_S03_B7_015,FSS_S03_B7_016,FSS_S03_F_019,FSS_S03_F_020,FSS_S03_L1_001,FSS_S03_L1_002,FSS_S04_B1_003,FSS_S04_B1_004,FSS_S04_B2_005,FSS_S04_B2_006,FSS_S04_B5_011,FSS_S04_B5_012,FSS_S04_B6_013,FSS_S04_B6_014,FSS_S04_B7_015,FSS_S04_B7_016,FSS_S04_F_019,FSS_S04_F_020,FSS_S04_L1_001,FSS_S04_L1_002,FSS_S04_L2_018,FSS_S05_B1_003,FSS_S05_B2_005,FSS_S05_B4_009,FSS_S05_B5_011,FSS_S05_B6_013,FSS_S05_L1_001,FSS_S05_L2_017,FSS_S06_B1_003,FSS_S06_B1_004,FSS_S06_B2_005,FSS_S06_B2_006,FSS_S06_B4_009,FSS_S06_B4_010,FSS_S06_B5_011,FSS_S06_B5_012,FSS_S06_B6_013,FSS_S06_B6_014,FSS_S06_B7_015,FSS_S06_B7_016,FSS_S06_F_019,FSS_S06_F_020,FSS_S06_L2_017,FSS_S06_L2_018,FSS_S07_B1_003,FSS_S07_B1_004,FSS_S07_B2_005,FSS_S07_B2_006,FSS_S07_B3_007,FSS_S07_B3_008,FSS_S07_B4_009,FSS_S07_B4_010,FSS_S07_B5_011,FSS_S07_B5_012,FSS_S07_B6_013,FSS_S07_B6_014,FSS_S07_F_019,FSS_S07_F_020,FSS_S07_L1_001,FSS_S07_L1_002,FSS_S07_L2_017,FSS_S07_L2_018,FSS_S08_B1_003,FSS_S08_B1_004,FSS_S08_B2_005,FSS_S08_B2_006,FSS_S08_B3_007,FSS_S08_B3_008,FSS_S08_B6_013,FSS_S08_B6_014,FSS_S08_B7_015,FSS_S08_B7_016,FSS_S08_F_019,FSS_S08_F_020,FSS_S08_L1_001,FSS_S08_L1_002,FSS_S08_L2_017,FSS_S08_L2_018,FSS_S09_B1_003,FSS_S09_B1_004,FSS_S09_B2_005,FSS_S09_B2_006,FSS_S09_B3_007,FSS_S09_B3_008,FSS_S09_B4_009,FSS_S09_B4_013,FSS_S09_B5_011,FSS_S09_B5_012,FSS_S09_B6_013,FSS_S09_B6_014,FSS_S09_B7_015,FSS_S09_B7_016,FSS_S09_F_019,FSS_S09_F_020,FSS_S09_L1_001,FSS_S09_L1_002,FSS_S09_L2_017,FSS_S09_L2_018,FSS_S10_B2_005,FSS_S10_B2_006,FSS_S10_B4_009,FSS_S10_B4_010,FSS_S10_B5_011,FSS_S10_B5_012,FSS_S10_B6_013,FSS_S10_B6_014,FSS_S10_B7_015,FSS_S10_B7_016,FSS_S10_F_019,FSS_S10_F_020,FSS_S10_L1_001,FSS_S10_L1_002,FSS_S10_L2_017,FSS_S10_L2_018
2016-06-18 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-19 21:00:00,-0.32756900000000044,-0.5660850000000011,-0.3262559999999999,-0.5859969999999999,-0.3298569999999996,-0.5517529999999997,-0.33468300000000006,-0.602599,-0.333669,-0.6036649999999995,-0.3393339999999996,-0.5996969999999999,-0.330743,-0.5854690000000033,-0.33872400000000025,-0.5854549999999992,-0.5003390000000003,-0.5813670000000002,-0.48986399999999986,-0.5767470000000001,0.5281739999999981,-0.60347,-0.4930249999999998,-0.5791000000000004,-0.48629999999999995,-0.5948320000000002,0.03723300000000007,0.18152100000000004,0.19313800000000025,0.26796100000000056,0.5083040000000008,0.0,0.6234939999999998,0.39629499999999984,0.7555439999999995,0.0,0.6357269999999999,0.19556299999999993,0.0,0.0,-0.952715,0.0,-0.9546529999999995,0.21199000000000012,-0.9479499999999987,0.37914199999999987,0.5252849999999993,0.16000900000000007,-0.9641199999999999,0.16563400000000006,0.4147629999999989,0.212057,0.21196399999999826,-0.4339320000000001,0.0,0.220007,0.26934899999999995,0.37418399999999963,0.0,0.2188859999999997,0.16198899999999994,-0.49517099999999914,0.21002399999999977,0.31616,0.6292859999999996,-1.414085,-1.6476830000000007,-1.340712,-1.6767260000000013,0.26101700000000005,0.5225530000000003,-0.11104899999999995,0.2075490000000002,-1.404551,-1.6732390000000001,-0.9932310000000002,-1.1466940000000005,0.8407250000000001,0.2507769999999999,-0.2579950000000002,0.12868599999999997,0.3851370000000003,-1.7429720000000009,0.9073440000000002,-1.4012800000000016,0.13102900000000006,1.7517209999999999,-0.06472600000000206,-0.24842400000000353,-0.9060959999999998,0.25663299999999944,0.3355910000000004,-0.12667799999999996,-0.258623,0.0,0.0,-1.285273,0.6517580000000001,0.0,1.3429419999999999,0.29069600000000007,0.4445129999999988,0.6435999999999993,0.5820970000000001,0.29589999999999983,0.5786020000000001,0.9148920000000018,0.06488099999999974,1.0135759999999996,1.922094,0.16689099999999968,0.0,1.7244010000000074,0.0,1.6731940000000023,0.7401929999999979,1.6992889999999985,0.0,1.6818479999999987,0.0,1.652194999999999,0.0,0.5329950000000006,-0.33005499999999977,1.370005,0.16030199999999972,0.2042849999999996,-0.10778900000000036,1.534343,0.15821100000000055,1.2963490000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.12754900000000013,0.7756669999999999,0.12992899999999885,0.25468199999999985,0.8604059999999993,0.0,0.6610410000000009,0.0,0.0,0.0
2016-06-20 21:00:00,-0.8189210000000005,-0.8491280000000003,-0.8156400000000001,-0.878995999999999,-0.8246440000000002,-0.8276290000000017,-0.8367080000000002,-0.903899,-0.8341739999999995,-0.9054979999999997,-0.8483349999999996,-0.8995449999999998,-0.8268580000000001,-0.8782029999999992,-0.8468110000000002,-0.8781829999999995,-1.2508470000000003,-0.8720499999999998,-1.2246609999999998,-0.8651200000000001,1.0563479999999998,-0.905205,-1.2325629999999999,-0.8686499999999997,-1.215751,-0.8922480000000004,-0.27594899999999994,0.14249400000000012,0.19313800000000025,0.4689319999999997,1.1436840000000004,-0.29733299999999996,0.4987950000000001,0.5283940000000005,0.6296200000000001,-0.3042020000000001,1.2714539999999999,0.5866899999999999,0.5039679999999997,-0.247892,-0.952715,-0.24963099999999994,-0.9546529999999995,0.5299760000000004,-0.9479499999999987,0.5416309999999998,0.4202279999999998,0.26668100000000017,-0.9641199999999999,0.2208460000000001,0.5184530000000009,0.318086,0.3179459999999992,-0.015442000000000178,0.0,0.38501199999999997,0.26934899999999995,0.5345490000000002,0.0,0.4377709999999999,0.009549999999999947,0.1100380000000003,-1.2601440000000013,1.2646390000000007,-0.419524,-0.25710599999999995,-1.6476830000000007,-0.24376599999999993,-1.6767260000000013,0.6786450000000002,0.4180419999999998,0.3331489999999999,0.6226460000000014,-0.25537299999999985,-1.6732390000000001,-0.14184700000000006,-1.1466940000000005,0.5173690000000002,2.006217,0.25799499999999975,0.257371,0.3851370000000003,-0.8714860000000009,1.231395000000001,-0.7643350000000009,-0.06551399999999985,2.377336,-0.06472600000000206,-0.24842400000000353,-0.30203199999999986,0.25663299999999944,0.8054190000000001,0.0,0.8651280000000001,0.0,-2.449482,0.25705500000000026,0.9124620000000001,-0.5120579999999992,-1.044511,0.29069600000000007,-0.06350199999999973,-0.12872000000000128,0.6467749999999999,0.29589999999999983,0.7071809999999994,1.4376870000000022,0.5839339999999993,0.8868789999999995,-0.14055700000000004,-2.7090150000000004,-1.1488590000000016,1.7244010000000074,-1.1466660000000033,1.6731940000000023,0.5287089999999992,1.6992889999999985,-1.159761,1.6818479999999987,-1.1129989999999998,1.652194999999999,-1.141777,1.3857860000000004,-0.2200369999999996,1.7915459999999999,0.26717000000000013,1.6342800000000004,0.0,1.329764,-0.784503,1.2963490000000002,-1.3780149999999995,0.0,-1.3385569999999998,0.0,-1.3450779999999996,0.0,0.06377499999999969,0.6463889999999999,0.7146089999999994,1.6554339999999992,0.7280359999999995,1.016331000000001,0.5949370000000016,0.6254590000000002,-1.3256440000000014,0.0
2016-06-21 21:00:00,-1.3102730000000005,-1.4152130000000014,-1.3050250000000005,-1.464993999999999,-1.3194299999999997,-1.3793820000000014,-1.338733,-1.5064980000000001,-1.3346779999999998,-1.509163000000001,-1.3573359999999997,-1.4992410000000005,-1.3229730000000002,-1.4636720000000025,-1.3548970000000002,-1.4636379999999996,-2.001355,-1.453417,-1.9594580000000001,-1.4418670000000002,1.1619829999999993,-1.508674,-1.9720999999999997,-1.44775,-1.945201,-1.4870800000000006,-0.800005,0.19422800000000007,0.3218969999999999,0.4689319999999997,0.8895320000000009,-0.5946659999999998,0.3740970000000001,0.462345,0.12592399999999948,-0.3042020000000001,1.525744,0.7822529999999999,1.007936,-0.4957830000000001,-0.952715,-0.4992619999999999,-0.9546529999999995,0.47697900000000004,-0.9479499999999987,0.5416309999999998,0.2101139999999999,0.320017,-0.9641199999999999,0.38648000000000016,0.7258339999999999,0.42411499999999996,0.7418739999999993,-0.015442000000000178,0.0,0.440013,0.377088,0.4810940000000006,0.0,0.5472139999999999,0.22553499999999982,-0.330114,-0.21002400000000065,-0.10538699999999945,0.20976200000000045,0.0,-1.6476830000000007,0.0,-1.6767260000000013,0.8352550000000001,0.7315740000000002,0.38867399999999996,-0.2075490000000002,0.0,-1.6732390000000001,0.2663429999999998,-1.1466940000000005,0.45269800000000027,1.3792749999999998,0.1934969999999998,-0.386057,-0.25675899999999974,-0.8714860000000009,0.6481030000000008,-0.38216800000000184,0.5241149999999999,1.0009839999999999,0.970883999999999,-0.745274000000002,-2.265239,1.411483,0.6040640000000002,0.760067,0.8651280000000001,0.03879100000000002,-2.7556670000000003,-1.7993819999999996,1.2383410000000001,-1.9202169999999996,-1.342943,0.581391,0.6985209999999995,0.9010399999999983,0.5820970000000001,0.5918000000000001,0.4500239999999991,3.267469000000001,0.19464400000000026,0.8868789999999995,-0.30970699999999995,-3.5822350000000003,-1.2765100000000018,1.4780580000000043,-1.2740740000000024,1.4341660000000047,0.9516759999999973,1.4565329999999994,-1.2886230000000003,1.4415840000000006,-1.236665,1.416166999999998,-1.2686410000000001,1.4923850000000005,0.2750469999999998,1.370005,0.32060399999999944,1.7364220000000001,0.1077880000000011,1.0228959999999998,-0.3794549999999992,0.6297990000000002,-1.5311280000000007,-0.30313699999999955,-1.487286,-0.3067479999999998,-1.4945309999999998,-0.29503099999999893,0.3188709999999997,0.6463889999999999,0.844536999999999,0.38202299999999934,0.8604059999999993,1.1433730000000022,0.26441600000000065,1.6261940000000008,-1.472936999999999,-0.29780599999999957
2016-06-22 21:00:00,-1.3102730000000005,-2.264341,-1.3050250000000005,-2.343989999999999,-1.3194299999999997,-2.2070109999999996,-1.338733,-2.410397,-1.3346779999999998,-2.4146610000000006,-1.3573359999999997,-2.3987860000000003,-1.3229730000000002,-2.3418760000000063,-1.3548970000000002,-2.3418209999999995,-2.001355,-2.3254669999999997,-1.9594580000000001,-2.306987,1.690156,-2.4138789999999997,-1.9720999999999997,-2.316399,-1.945201,-2.379328,-0.5891299999999999,-0.05263899999999988,0.4506559999999995,0.6029130000000009,1.1436840000000004,-0.7433329999999998,0.7481930000000003,0.594443,0.8814679999999999,-0.23886199999999902,1.7800349999999998,1.0430040000000003,1.007936,-0.6197280000000003,-1.905429,-0.6240779999999999,-1.909307,0.6359719999999998,-1.895899,0.6499569999999997,0.8404549999999995,0.4800249999999999,-1.9282409999999996,0.44169100000000006,0.9332149999999997,0.530143,0.5299099999999992,-0.44937400000000005,0.10813200000000034,0.550017,0.700307,0.5345490000000002,-0.12343499999999885,0.5472139999999999,0.26471599999999995,-0.44015199999999943,0.10501199999999944,1.0011730000000005,0.10488100000000067,0.0,-2.3538330000000003,0.0,-2.395323000000001,0.730848,1.4631469999999993,-0.166574,0.7264199999999992,0.0,-2.3903420000000004,-1.6851140000000004,-1.1303260000000006,1.0994100000000002,0.7523319999999999,0.6449880000000001,-0.514743,0.8986540000000001,-0.8714860000000009,1.231395000000001,1.019111999999998,0.327572,1.626598,0.5178049999999992,-1.3663360000000022,-1.2081269999999997,0.6415829999999998,0.6040640000000002,0.25335500000000005,2.1830540000000003,-0.5735859999999999,-2.143297,-0.8996910000000002,1.4990450000000002,0.38404300000000013,-0.7460799999999999,-0.8720860000000001,0.5080150000000003,0.6435999999999993,0.5820970000000001,-0.8876980000000001,1.350071999999999,2.483277000000001,0.7136969999999998,0.8868789999999995,0.351071,-2.3364670000000003,-0.8935570000000013,1.4780580000000043,-0.8918509999999991,1.4341660000000047,0.7401929999999979,1.4565329999999994,-0.9020360000000002,1.4415840000000006,-0.8656659999999998,1.416166999999998,-0.888049,1.172588000000001,0.6051020000000005,1.896931,0.694640999999999,1.838565,0.2694700000000001,2.3526599999999998,-0.06521699999999964,0.6297990000000002,-1.07179,-0.30313699999999955,-1.0411000000000001,-0.3067479999999998,-1.0461719999999999,-0.29503099999999893,0.44641900000000057,1.1634999999999998,0.844536999999999,2.1647979999999993,1.8531820000000003,2.9219530000000002,1.1237690000000011,2.8771130000000005,-1.0310560000000004,-0.29780599999999957
2016-06-23 21:00:00,-1.637842000000001,-2.547383,-1.6312809999999995,-2.636988999999999,-1.6492869999999997,-2.4828870000000016,-1.673416,-2.711697,-1.6683480000000004,-2.716494000000001,-1.6966699999999997,-2.6986349999999995,-1.6537170000000003,-2.634610000000002,-1.6936210000000003,-2.634548999999999,-2.501694,-2.616151,-2.449322,-2.5953600000000003,1.901425999999999,-2.715614,-2.4651259999999997,-2.605949,-2.431502,-2.6767440000000002,-0.34102199999999994,0.29769500000000004,0.5794149999999991,0.6699029999999997,1.5249120000000005,-0.8919989999999999,1.7457840000000002,0.92469,2.0147839999999997,0.022496000000001015,2.288617,1.3037549999999998,1.2960669999999999,-0.743674,-1.667251,-0.7488929999999998,-1.6706440000000002,0.9009600000000004,-1.6589120000000008,1.0290989999999995,1.5758539999999996,0.7467050000000004,-1.6872109999999998,0.552114,1.244287,0.742201,0.7418739999999993,0.2083759999999999,0.10813200000000034,0.66002,0.915786,0.9087339999999999,-0.37030499999999833,0.7660999999999998,0.23508499999999977,0.27509400000000017,0.10501199999999944,0.4215460000000002,0.5244049999999998,0.3856590000000001,-2.3538330000000003,0.3656489999999999,-2.395323000000001,1.409493,2.612763000000001,0.888398,0.6226460000000014,0.38306000000000007,-2.3903420000000004,-1.0461960000000001,-1.1303260000000006,0.970068,2.6331599999999997,0.9674809999999996,-0.5147429999999998,1.347982,-0.8714860000000009,1.555447,2.1656139999999997,0.5241149999999999,1.501475,0.3883530000000004,-0.49684900000000276,-2.114223,0.6415829999999998,1.1410109999999998,1.1401,1.470384,-2.500347,-1.9902039999999999,-1.0282179999999999,1.173165,-0.6400729999999997,-0.5968639999999998,-0.29069500000000015,0.762022,1.9307999999999996,1.3582269999999994,-0.29589900000000013,0.7071809999999994,4.313059000000001,1.7518019999999996,3.4208189999999994,0.629132,-1.2226030000000003,-0.25530200000000036,0.7390290000000093,-0.25481399999999965,0.7170830000000024,0.8459339999999997,0.7282659999999987,-0.2577250000000001,0.7207919999999994,-0.24733299999999991,0.7080829999999985,-0.253728,2.025379000000001,0.3300560000000008,2.8453959999999996,1.1221129999999988,2.04285,1.023988000000001,2.557239,0.49367099999999997,0.630789,-0.30622600000000055,-1.2125489999999997,-0.2974570000000005,-1.226990999999999,-0.29890599999999967,-1.1801249999999999,0.8290639999999989,2.197723,0.3248219999999975,1.910115999999999,1.8531820000000003,3.4301190000000004,2.1814339999999994,4.378215,-0.29458699999999993,-1.191224
2016-06-24 21:00:00,-1.8016260000000006,-1.6982560000000007,-1.7944090000000008,-1.757992999999999,-1.814216,-1.655258,-1.8407570000000002,-1.807798,-1.8351830000000002,-1.8109959999999994,-1.8663369999999997,-1.7990899999999996,-1.8190880000000003,-1.756407000000003,-1.8629830000000003,-1.7563659999999994,-2.751863,-1.7441009999999997,-2.694255,-1.7302399999999998,2.1126949999999995,-1.810409,-2.7116379999999998,-1.7372990000000001,-2.674652,-1.7844960000000003,-0.5859989999999999,0.8041360000000001,0.836932,0.8708740000000006,0.762456000000002,-0.7433329999999998,1.2469880000000002,1.056788,0.7555439999999995,0.08783599999999997,2.034326,1.3689430000000002,1.2960669999999999,-0.6197280000000003,-1.667251,-0.6240779999999999,-1.6706440000000002,1.0599530000000001,-1.6589120000000008,1.0832619999999995,0.7353979999999991,0.6400330000000003,-1.6872109999999998,0.7177490000000002,1.5553590000000002,0.795215,0.6358919999999983,-0.105491,0.10813200000000034,0.770024,1.077395,1.0690990000000005,-0.37030499999999833,0.875543,0.41188899999999995,0.27509400000000017,0.0,0.7377060000000002,1.3634529999999998,0.7713190000000001,-2.3538330000000003,0.7312980000000007,-2.395323000000001,1.044069,1.0451049999999995,0.16657499999999992,0.10377399999999959,0.766119,-2.3903420000000004,-0.8334260000000002,-1.1303260000000006,1.358095,2.6331599999999997,0.5159899999999995,-1.029486,0.7060850000000003,0.13606299999999916,1.8146880000000003,3.184726999999998,1.0482299999999998,2.001967,0.7767069999999991,0.12421299999999746,-2.718287,-0.6415839999999999,0.8725370000000003,0.0,1.1249989999999999,-1.079756,-1.9902039999999999,1.156746,2.150803,-0.6400729999999997,-0.8952950000000002,-0.29069500000000015,1.0795320000000004,1.1584799999999973,2.0050010000000005,-0.29589900000000013,1.0929149999999996,3.9209630000000013,0.8434599999999994,2.7873339999999995,0.588973,-1.2226030000000003,-0.7659060000000046,0.2463430000000031,-0.764444000000001,0.23902800000000468,0.8988049999999976,0.24275499999999806,-0.7731740000000001,0.2402639999999998,-0.7419989999999999,0.23602799999999924,-0.761185,1.3857860000000004,1.4852499999999997,2.529241,1.1221129999999988,1.4299950000000008,0.8084109999999995,3.170976,0.6372180000000003,-0.49171600000000026,-0.9186769999999989,-1.8188229999999996,-0.8923719999999999,-1.840485999999999,-0.8967180000000003,-1.770187,0.7652900000000002,2.456279,0.5846799999999988,2.2921399999999994,1.6546269999999996,1.9056210000000018,1.388186000000001,2.626929,-0.8837619999999999,-1.786836
2016-06-25 21:00:00,-1.3102730000000005,-0.8491280000000003,-1.3050250000000005,-0.878995999999999,-1.3194299999999997,-0.8276290000000017,-1.338733,-0.903899,-1.3346779999999998,-0.9054979999999997,-1.3573359999999997,-0.8995449999999998,-1.3229730000000002,-0.8782029999999992,-1.3548970000000002,-0.8781829999999995,-2.001355,-0.8720499999999998,-1.9594580000000001,-0.8651200000000001,1.7957909999999986,-0.905205,-1.9720999999999997,-0.8686499999999997,-1.945201,-0.8922480000000004,-0.061942999999999915,0.7914289999999999,0.901311999999999,0.6029130000000009,-0.3812280000000001,-0.8919989999999999,0.12469900000000034,0.5283940000000005,-1.0073910000000001,0.08783599999999997,1.2714539999999999,1.1081920000000003,1.2960669999999999,-0.743674,-1.429072,-0.7488929999999998,-1.4319800000000003,0.6889690000000002,-1.4219249999999999,0.8124459999999996,-0.1050570000000004,0.5333610000000002,-1.4461809999999997,0.828171,1.6590489999999996,0.848229,0.6358919999999983,-0.07547500000000018,0.10813200000000034,0.66002,0.861916,0.6949139999999998,-0.37030499999999833,0.7660999999999998,0.27426499999999976,0.0,-0.21002400000000065,0.5796260000000002,1.0488099999999996,0.0,-1.1769160000000003,0.0,-1.1976620000000011,1.3050860000000002,0.10451099999999958,0.16657499999999992,-1.3490660000000005,0.0,-1.1951710000000002,-1.7383829999999998,0.48032399999999953,0.9053970000000001,2.6331599999999997,1.5479699999999998,-2.187657,0.7060850000000003,0.13606299999999916,1.8794980000000008,2.1656139999999997,0.9172009999999999,1.251229,0.970883999999999,-1.7389740000000025,-2.4162549999999996,-2.438016,0.6040640000000002,0.25335500000000005,0.778781,-1.7410919999999999,-1.9902039999999999,-0.8996910000000002,1.6293959999999998,-0.6400729999999997,-1.193727,-2.616258,0.4445129999999988,0.12871999999999773,1.8756460000000001,-2.663095,0.5786020000000001,4.966553000000001,1.5571570000000001,0.7601819999999995,0.1618409999999999,-1.2226030000000003,-0.5106040000000043,-1.2317149999999941,-0.5096290000000003,-1.195138,0.8459339999999997,-1.2137790000000006,-0.5154490000000002,-1.2013200000000008,-0.49466599999999994,-1.1801390000000005,-0.507456,0.7461930000000008,0.8251390000000001,0.8430799999999999,1.0686789999999995,1.9407070000000002,0.43115200000000087,3.170976,0.8818680000000003,-0.49171600000000026,-0.6124510000000001,-3.637645999999999,-0.5949140000000002,-3.6809719999999997,-0.5978119999999998,-3.540373,0.3188709999999997,1.8098899999999998,1.234323999999999,0.6367049999999992,1.8531820000000003,1.6515389999999996,0.8593530000000005,3.877848,-0.589175,-3.5736719999999997
2016-06-26 21:00:00,-1.1464889999999999,-0.5660850000000011,-1.1418970000000002,-0.5859969999999999,-1.1545009999999998,-0.5517529999999997,-1.1713910000000003,-0.602599,-1.167843,-0.6036649999999995,-1.1876689999999996,-0.5996969999999999,-1.1576019999999998,-0.5854690000000033,-1.1855350000000002,-0.5854549999999992,-1.7511860000000001,-0.5813670000000002,-1.7145260000000002,-0.5767470000000001,1.5845219999999989,-0.60347,-1.7255879999999997,-0.5791000000000004,-1.702051,-0.5948320000000002,-0.34415299999999993,0.700669,1.0300699999999994,0.4019420000000009,-0.7624559999999985,-1.1893319999999998,0.12469900000000034,0.462345,-1.259239,-0.10818300000000003,0.890018,0.9126289999999999,1.2960669999999999,-0.991565,-1.667251,-0.9985239999999997,-1.6706440000000002,0.47697900000000004,-1.6589120000000008,0.6499569999999997,-0.4202280000000007,0.37335300000000027,-1.6872109999999998,0.883383,1.76274,0.795215,0.6358919999999983,-0.4193580000000001,0.21626400000000068,0.66002,0.808046,0.4276390000000001,-0.49373999999999896,0.5472139999999999,0.09746100000000002,0.1100380000000003,1.680193,1.2119460000000002,1.887858,-0.3856599999999999,-1.883066,-0.36564799999999975,-1.916258000000001,0.574238,0.2090210000000008,-0.22209900000000005,0.0,-0.38305900000000004,-1.9122730000000003,-1.8446159999999998,-0.1306010000000004,0.3233560000000002,4.263211,0.7739849999999997,-2.573714,1.0912230000000003,0.13606299999999916,1.4258260000000007,3.6942829999999978,0.13102900000000006,0.12512299999999987,0.6472559999999987,-0.24842400000000353,-0.9060959999999998,-1.0265339999999998,0.4027099999999999,-1.013423,0.778781,-2.422763,-1.9902039999999999,-2.184964,0.7821100000000003,-0.6400729999999997,-0.14921600000000002,-2.616258,0.762022,1.0297599999999996,1.1641940000000002,-2.663095,0.6428909999999997,3.1367710000000013,0.6488149999999999,0.8868789999999995,0.7538659999999999,-1.2226030000000012,0.0,0.2463430000000031,0.0,0.23902800000000468,0.9516759999999973,0.24275499999999806,0.0,0.2402639999999998,0.0,0.23602799999999924,0.0,0.5329950000000006,0.22003700000000048,1.896931,0.37403799999999876,0.8171400000000002,0.32336399999999976,4.091582,1.0020080000000005,-0.49171600000000026,0.0,-1.8188229999999996,0.0,-1.840485999999999,0.0,-1.770187,1.0203860000000002,1.8098899999999998,0.6496439999999986,0.7640459999999996,1.7869969999999995,2.032663000000001,1.5203940000000014,3.877848,0.0,-1.786836
2016-06-27 21:00:00,-1.1464889999999999,0.0,-1.1418970000000002,0.0,-1.1545009999999998,0.0,-1.1713910000000003,0.0,-1.167843,0.0,-1.1876689999999996,0.0,-1.1576019999999998,0.0,-1.1855350000000002,0.0,-1.7511860000000001,0.0,-1.7145260000000002,0.0,1.373251999999999,0.0,-1.7255879999999997,0.0,-1.702051,0.0,-0.555028,0.778722,1.0300699999999994,0.0669900000000001,-1.5249119999999996,-1.1893319999999998,-0.9975909999999999,0.06604900000000002,-2.6444030000000005,-0.042843000000000075,0.3814359999999999,0.9126289999999999,1.2960669999999999,-0.991565,-0.952715,-0.9985239999999997,-0.9546529999999995,0.21199000000000012,-0.9479499999999987,0.37914199999999987,-1.3657410000000003,0.16000900000000007,-0.9641199999999999,0.9385939999999999,1.6590489999999996,0.636172,0.6358919999999983,0.19380200000000003,0.21626400000000068,0.66002,0.754176,0.1603640000000004,-0.2468699999999986,0.49249299999999985,0.3430770000000001,0.7152460000000005,1.0501199999999997,0.31616,1.1536910000000002,0.6427660000000001,-1.1769160000000003,0.6094150000000003,-1.1976620000000011,0.574238,-0.7315739999999993,0.1110500000000001,-1.1415179999999996,0.6384330000000001,-1.1951710000000002,-1.2239600000000004,-0.7742610000000001,1.2934240000000001,4.263211,0.45149099999999986,-3.989257,0.5777060000000005,1.143612,2.009118,3.6942829999999978,-0.262057,-0.2502460000000002,1.1003349999999985,0.0,-2.4162549999999996,-2.822966,1.0738919999999998,-1.140101,0.778781,-2.422763,-1.9902039999999999,-2.8275999999999994,1.173165,-0.6400729999999997,-0.44764800000000005,0.29069600000000007,1.143032999999999,1.5446400000000011,0.6467749999999999,0.29589999999999983,0.4500239999999991,1.4376870000000022,0.45417099999999966,0.3800909999999993,0.713707,-1.2226030000000012,-0.12765100000000018,-0.739028999999995,-0.12740699999999805,-0.7170829999999953,1.0045469999999987,-0.7282680000000017,-0.12886200000000014,-0.7207920000000012,-0.12366599999999983,-0.7080840000000013,-0.12686400000000003,-0.4263949999999994,0.6601109999999997,0.3161550000000001,0.694640999999999,0.6128550000000006,0.32336399999999976,3.784713,0.5105220000000004,-0.49171600000000026,-0.1531129999999994,-3.0313719999999997,-0.14872900000000033,-3.0674769999999993,-0.14945299999999984,-2.950311,-0.06377400000000044,3.361224,0.909501999999998,1.2734109999999994,1.3898860000000006,0.6352070000000012,0.19831200000000138,4.253124,-0.14729400000000048,-2.97806
